fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_distance_landed,f1_avg_ground_landed,f1_avg_head_landed,f1_avg_leg_landed,f1_avg_reversals,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_height_in,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_reach_in,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_striking_volume,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_distance_landed,f2_avg_ground_landed,f2_avg_head_landed,f2_avg_leg_landed,f2_avg_reversals,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_height_in,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_reach_in,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_striking_volume,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_distance_landed,delta_avg_ground_landed,delta_avg_head_landed,delta_avg_leg_landed,delta_avg_reversals,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_height_in,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_reach_in,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_striking_volume,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Josiane Nunes,Chelsea Chandler,0,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,2024,30.22861054072553,19.333333333333332,13.0,68.66666666666667,2.3333333333333335,55.666666666666664,9.0,0.0,84.0,68.0,0.0,0.0,1.0,-19.666666666666664,420.0,0.6666666666666666,1545.6510006228652,0.6,0.3333333333333333,62.0,1.0,0.3333333333333333,0,0.0,67.0,1.0,0.4483985765124555,0.5288683602771362,1.0,152.0,0.0,0.0,0.7,3,1.0,3,33.31143052703628,5.0,4.5,15.0,10.5,24.0,1.0,0.0,30.0,29.5,0.0,0.5,2.0,-141.0,245.0,0.0,1499.8860783212372,0.4,1.0,68.0,0.0,1.0,1,0.0,68.0,0.5,0.4580152671755725,0.4271844660194175,1.0,59.5,0.0,0.3333333333333333,0.33333333333333337,2,0.5,0,-3.0828199863107493,14.333333333333332,8.5,53.66666666666667,-8.166666666666666,31.666666666666664,8.0,0.0,54.0,38.5,0.0,-0.5,-1.0,121.33333333333334,175,0.6666666666666666,45.764922301628076,0.19999999999999996,-0.6666666666666667,-6,1.0,-0.6666666666666667,-1,0.0,-1.0,0.5,-0.009616690663116989,0.10168389425771873,0.0,92.5,0.0,-0.3333333333333333,0.3666666666666666,1,0.5,3
Mitch Ramirez,Thiago Moises,0,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,2024,31.364818617385353,3.0,1.0,22.0,0.0,9.0,11.0,0.0,23.0,30.0,0.0,1.0,0.0,56.0,200.0,0.0,1484.0,0.07692307692307693,0.0,71.0,-1.0,0.0,1,0.0,71.0,0.0,0.5227272727272727,0.36170212765957444,0.0,53.0,0.0,1.0,0.0,1,0.0,0,28.982888432580424,4.25,1.8333333333333333,19.666666666666668,4.75,17.666666666666668,4.333333333333333,0.0,26.25,46.666666666666664,0.9166666666666666,1.0833333333333333,1.3333333333333333,-56.499999999999986,196.0,0.42857142857142855,1520.3198782330298,0.9230769230769231,0.5714285714285714,69.0,0.08333333333333333,0.14285714285714285,1,-0.18333333333333335,70.0,0.4,0.39081885856079407,0.5483870967741935,0.0,72.91666666666666,0.42857142857142855,0.40625,0.5675675675675675,12,0.5833333333333334,0,2.3819301848049292,-1.25,-0.8333333333333333,2.333333333333332,-4.75,-8.666666666666668,6.666666666666667,0.0,-3.25,-16.666666666666664,-0.9166666666666666,-0.08333333333333326,-1.3333333333333333,112.49999999999999,4,-0.42857142857142855,-36.31987823302984,-0.8461538461538463,-0.5714285714285714,2,-1.0833333333333333,-0.14285714285714285,0,0.18333333333333335,1.0,-0.4,0.13190841416647864,-0.18668496911461907,0.0,-19.916666666666657,-0.42857142857142855,0.59375,-0.5675675675675675,-11,-0.5833333333333334,0
Ange Loosa,Bryan Battle,0,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,2024,30.99520876112252,18.0,11.0,72.75,11.0,58.25,18.5,0.0,94.75,103.25,0.25,2.25,0.0,168.25,196.0,1.0,1500.0,0.4,0.0,70.0,0.0,0.0,0,0.0,74.0,0.5,0.4661746617466175,0.5146886016451233,0.0,198.0,0.0,0.45,1.0,4,0.5,2,29.4839151266256,17.666666666666668,6.333333333333333,29.166666666666668,0.5,13.833333333333334,4.5,0.0,36.0,29.666666666666668,0.3333333333333333,0.5,1.8333333333333333,-103.83333333333333,175.0,0.2,1500.0,0.6,0.8,73.0,0.16666666666666666,0.4,0,-0.033333333333333326,77.0,0.8,0.5468354430379747,0.4258064516129032,0.0,65.66666666666667,0.4,0.25,0.44999999999999996,6,0.8333333333333334,2,1.5112936344969192,0.33333333333333215,4.666666666666667,43.58333333333333,10.5,44.416666666666664,14.0,0.0,58.75,73.58333333333333,-0.08333333333333331,1.75,-1.8333333333333333,272.0833333333333,21,0.8,0.0,-0.19999999999999996,-0.8,-3,-0.16666666666666666,-0.4,0,0.033333333333333326,-3.0,-0.30000000000000004,-0.08066078129135723,0.08888215003222011,0.0,132.33333333333331,-0.4,0.2,0.55,-2,-0.33333333333333337,0
Bryan Barberena,Gerald Meerschaert,0,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,2024,34.86926762491444,8.777777777777779,11.222222222222221,49.27777777777778,5.0,45.77777777777778,10.944444444444445,0.1111111111111111,65.5,56.166666666666664,0.2222222222222222,0.1111111111111111,3.2777777777777777,-147.33333333333331,238.0,0.4444444444444444,1501.9480622348037,0.4864864864864865,0.5555555555555556,72.0,0.055555555555555525,0.4444444444444444,3,-0.09999999999999998,72.0,0.4,0.4828009828009828,0.44266813671444327,1.0,121.66666666666666,0.1111111111111111,0.2222222222222222,0.49572649572649574,18,0.5,0,36.24366872005476,4.631578947368421,3.263157894736842,21.263157894736842,2.6842105263157894,20.0,2.5789473684210527,0.42105263157894735,27.210526315789473,28.842105263157894,0.8421052631578947,1.105263157894737,1.0,-25.10526315789474,210.0,0.0,1515.4213789247665,0.5135135135135135,1.0,73.0,-0.05263157894736842,0.1,2,-0.12631578947368416,77.0,0.4,0.44761904761904764,0.5312232677502138,1.0,56.05263157894737,0.9,0.375,0.3448275862068966,19,0.5263157894736842,0,-1.374401095140314,4.146198830409357,7.959064327485379,28.014619883040936,2.3157894736842106,25.77777777777778,8.365497076023392,-0.30994152046783624,38.28947368421053,27.32456140350877,-0.6198830409356725,-0.9941520467836258,2.2777777777777777,-122.22807017543857,28,0.4444444444444444,-13.473316689962758,-0.027027027027026973,-0.4444444444444444,-1,0.10818713450292394,0.34444444444444444,1,0.02631578947368418,-5.0,0.0,0.03518193518193519,-0.0885551310357705,0.0,65.61403508771929,-0.788888888888889,-0.1527777777777778,0.15089890951959917,-1,-0.02631578947368418,0
Trey Ogden,Kurt Holobaugh,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,34.35455167693361,11.5,3.5,48.75,0.75,26.25,15.25,0.25,53.0,58.5,0.75,1.25,0.0,27.75,126.0,1.0,1488.9156287254268,0.36363636363636365,0.0,71.0,0.0,0.0,2,0.0,72.0,0.25,0.4711111111111111,0.5843694493783304,0.0,111.5,0.0,0.16666666666666666,1.0,4,0.25,0,37.53867214236824,10.714285714285714,9.857142857142858,35.142857142857146,3.4285714285714284,31.857142857142858,5.857142857142857,0.14285714285714285,48.42857142857143,44.0,0.7142857142857143,0.5714285714285714,1.8571428571428572,-173.42857142857142,217.0,0.0,1451.5684920326444,0.6363636363636364,1.0,71.0,0.14285714285714285,0.0,0,0.05714285714285716,70.0,0.2,0.44025974025974024,0.4892205638474295,0.0,92.42857142857143,1.0,0.36363636363636365,0.5,7,0.14285714285714285,1,-3.1841204654346313,0.7857142857142865,-6.357142857142858,13.607142857142854,-2.6785714285714284,-5.607142857142858,9.392857142857142,0.10714285714285715,4.571428571428569,14.5,0.0357142857142857,0.6785714285714286,-1.8571428571428572,201.17857142857142,-91,1.0,37.34713669278244,-0.2727272727272727,-1.0,0,-0.14285714285714285,0.0,2,-0.05714285714285716,2.0,0.04999999999999999,0.030851370851370852,0.09514888553090084,0.0,19.07142857142857,-1.0,-0.196969696969697,0.5,-3,0.10714285714285715,-1
Jarno Errens,Steven Nguyen,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,29.347022587268995,7.0,2.5,22.5,0.0,11.5,6.5,0.0,25.0,44.0,0.5,0.0,2.0,-348.5,210.0,0.0,1467.5121965175526,0.4,0.0,71.0,0.0,0.0,2,0.0,73.0,0.0,0.3875968992248062,0.5243243243243243,0.0,69.0,0.0,0.0,0.33333333333333337,2,0.0,0,30.844626967830255,8.333333333333334,0.6666666666666666,105.0,1.3333333333333333,90.33333333333333,8.333333333333334,0.3333333333333333,107.0,96.66666666666667,0.0,0.0,0.6666666666666666,0.666666666666667,193.0,0.5,1516.7023986633528,0.6,0.5,71.0,0.0,0.5,0,0.0,73.0,0.6666666666666666,0.4397260273972603,0.6361355081555835,0.5,203.66666666666669,0.0,0.0,0.8333333333333334,3,0.6666666666666666,2,-1.4976043805612598,-1.333333333333334,1.8333333333333335,-82.5,-1.3333333333333333,-78.83333333333333,-1.833333333333334,-0.3333333333333333,-82.0,-52.66666666666667,0.5,0.0,1.3333333333333335,-349.1666666666667,17,-0.5,-49.190202145800185,-0.19999999999999996,-0.5,0,0.0,-0.5,2,0.0,0.0,-0.6666666666666666,-0.052129128172454076,-0.11181118383125921,-0.5,-134.66666666666669,0.0,0.0,-0.5,-1,-0.6666666666666666,-2
Miles Johns,Cody Gibson,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,29.982203969883642,4.75,2.875,38.875,3.25,35.75,4.5,0.125,45.0,35.25,0.0,0.875,0.375,-13.25,182.0,0.6,1555.6869754409172,0.6153846153846154,0.4,67.0,0.125,0.4,1,-0.025000000000000022,68.0,0.6,0.4864864864864865,0.6883977900552486,0.0,80.25,0.0,0.21875,0.85,8,0.625,0,36.53114305270363,9.0,12.4,39.2,1.2,39.8,4.0,0.0,52.8,52.6,0.2,1.0,1.0,-53.80000000000001,217.0,0.0,1440.5682015000211,0.38461538461538464,1.0,70.0,0.2,1.0,3,0.0,71.0,0.2,0.4520547945205479,0.5572390572390573,0.0,105.4,0.0,0.35714285714285715,0.6428571428571428,5,0.2,0,-6.5489390828199845,-4.25,-9.525,-0.32500000000000284,2.05,-4.049999999999997,0.5,0.125,-7.799999999999997,-17.35,-0.2,-0.125,-0.625,40.55000000000001,-35,0.6,115.11877394089606,0.23076923076923078,-0.6,-3,-0.07500000000000001,-0.6,-2,-0.025000000000000022,-3.0,0.39999999999999997,0.03443169196593859,0.13115873281619128,0.0,-25.150000000000006,0.0,-0.13839285714285715,0.20714285714285718,3,0.425,0
Justin Tafa,Karl Williams,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,30.275154004106778,7.0,3.0,21.125,0.875,14.25,3.75,0.0,25.0,28.875,0.0,0.0,0.0,23.5,196.0,0.0,1509.2601045724925,0.7272727272727273,1.0,72.0,0.375,1.0,0,0.09999999999999998,74.0,0.6,0.5524861878453039,0.4945295404814004,1.0,53.875,0.0,0.0,1.0,8,0.5,1,34.209445585215605,3.6666666666666665,1.3333333333333333,33.666666666666664,9.0,34.0,6.333333333333333,0.0,44.0,27.0,0.0,4.0,0.0,448.6666666666667,315.0,1.0,1542.2634800332805,0.2727272727272727,0.0,75.0,0.3333333333333333,0.0,0,0.0,79.0,1.0,0.49624060150375937,0.625,0.0,71.0,0.0,0.46153846153846156,1.0,3,1.0,3,-3.934291581108827,3.3333333333333335,1.6666666666666667,-12.541666666666664,-8.125,-19.75,-2.583333333333333,0.0,-19.0,1.875,0.0,-4.0,0.0,-425.1666666666667,-119,-1.0,-33.00337546078799,0.4545454545454546,1.0,-3,0.041666666666666685,1.0,0,0.09999999999999998,-5.0,-0.4,0.05624558634154453,-0.1304704595185996,1.0,-17.125,0.0,-0.46153846153846156,0.0,5,-0.5,-2
Payton Talbott,Cameron Saaiman,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,25.53593429158111,18.0,4.0,74.5,8.0,59.5,9.0,0.0,86.5,40.5,0.5,0.0,1.5,-155.5,126.0,0.5,1543.7302928708943,0.2857142857142857,0.5,70.0,0.0,0.0,0,0.0,70.0,1.0,0.5164179104477612,0.5120481927710843,0.5,127.0,0.5,0.0,0.8888888888888888,2,1.0,2,23.255304585900067,10.6,4.4,45.4,13.8,36.4,16.6,1.4,63.6,39.0,0.6,0.8,2.0,39.19999999999999,161.0,0.25,1543.7545486836486,0.7142857142857143,0.75,68.0,0.4,0.75,1,0.0,67.0,0.8,0.4662756598240469,0.5558086560364465,1.0,102.6,0.0,0.36363636363636365,0.4444444444444444,5,0.8,0,2.2806297056810436,7.4,-0.40000000000000036,29.1,-5.800000000000001,23.1,-7.600000000000001,-1.4,22.9,1.5,-0.09999999999999998,-0.8,-0.5,-194.7,-35,0.25,-0.024255812754290673,-0.4285714285714286,-0.25,2,-0.4,-0.75,-1,0.0,3.0,0.19999999999999996,0.0501422506237143,-0.043760463265362204,-0.5,24.400000000000006,0.5,-0.36363636363636365,0.4444444444444444,-3,0.19999999999999996,2
Billy Quarantillo,Youssef Zalal,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,35.28815879534565,21.3,17.7,56.3,14.3,61.0,6.0,0.2,88.3,64.3,0.9,1.0,1.7,6.900000000000006,231.0,0.2857142857142857,1557.6819176570668,0.5882352941176471,0.7142857142857142,70.0,0.0,0.5714285714285714,0,-0.09999999999999998,70.0,0.6,0.5782580222658809,0.4384279475982533,0.0,152.6,0.14285714285714285,0.23255813953488372,0.6382978723404256,10,0.7,1,27.548254620123203,8.285714285714286,3.5714285714285716,33.42857142857143,4.285714285714286,25.857142857142858,7.142857142857143,0.8571428571428571,41.285714285714285,26.285714285714285,1.1428571428571428,2.142857142857143,1.5714285714285714,97.14285714285714,588.0,1.0,1494.631644823529,0.4117647058823529,0.0,70.0,0.14285714285714285,0.0,4,-0.22857142857142854,72.0,0.2,0.48327759197324416,0.6420233463035019,0.5,67.57142857142857,0.0,0.3125,0.6071428571428572,7,0.42857142857142855,0,7.739904175222449,13.014285714285714,14.128571428571428,22.871428571428567,10.014285714285716,35.14285714285714,-1.1428571428571432,-0.657142857142857,47.01428571428571,38.01428571428571,-0.24285714285714277,-1.1428571428571428,0.12857142857142856,-90.24285714285713,-357,-0.7142857142857143,63.05027283353775,0.17647058823529416,0.7142857142857142,0,-0.14285714285714285,0.5714285714285714,-4,0.12857142857142856,-2.0,0.39999999999999997,0.0949804302926367,-0.20359539870524856,-0.5,85.02857142857142,0.14285714285714285,-0.07994186046511628,0.03115501519756836,3,0.2714285714285714,1
Amanda Ribas,Rose Namajunas,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,30.573579739904176,9.8,3.1,47.0,5.5,35.4,10.4,0.1,55.6,37.6,0.6,1.5,0.3,157.7,126.0,0.5714285714285714,1564.2376789953478,0.4166666666666667,0.42857142857142855,64.0,-0.1,0.14285714285714285,0,-0.09999999999999998,66.0,0.6,0.42153146322971946,0.6313725490196078,0.0,93.2,0.2857142857142857,0.5172413793103449,0.875,10,0.7,1,31.731690622861056,7.857142857142857,3.7142857142857144,39.785714285714285,6.928571428571429,38.0,4.571428571428571,0.14285714285714285,50.42857142857143,48.357142857142854,0.5,1.3571428571428572,1.1428571428571428,90.00000000000001,203.0,0.4444444444444444,1575.6750050144055,0.5833333333333334,0.5555555555555556,65.0,0.2857142857142857,0.2222222222222222,2,-0.04285714285714293,65.0,0.6,0.40644789867587794,0.6255530973451328,0.0,98.78571428571428,0.3333333333333333,0.48717948717948717,0.6097560975609756,14,0.6428571428571429,0,-1.1581108829568798,1.942857142857144,-0.6142857142857143,7.214285714285715,-1.4285714285714288,-2.6000000000000014,5.828571428571429,-0.042857142857142844,5.171428571428571,-10.757142857142853,0.09999999999999998,0.1428571428571428,-0.8428571428571427,67.69999999999997,-77,0.12698412698412698,-11.437326019057764,-0.16666666666666669,-0.12698412698412703,-1,-0.3857142857142857,-0.07936507936507936,-2,-0.05714285714285705,1.0,0.0,0.015083564553841522,0.005819451674475062,0.0,-5.585714285714275,-0.047619047619047616,0.030061892130857693,0.2652439024390244,-4,0.05714285714285705,1
Mohammed Usman,Mick Parkin,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,34.97604380561259,9.666666666666666,1.3333333333333333,31.333333333333332,2.0,25.0,0.0,0.0,34.666666666666664,47.0,0.0,1.0,0.0,286.3333333333333,182.0,0.6666666666666666,1543.9975271254432,0.5,0.3333333333333333,74.0,0.3333333333333333,0.3333333333333333,0,0.0,79.0,1.0,0.4,0.5204081632653061,0.0,81.66666666666666,0.0,0.1875,0.0,3,1.0,3,28.473648186173854,6.0,2.3333333333333335,43.666666666666664,1.0,25.666666666666668,15.333333333333334,0.3333333333333333,47.0,42.666666666666664,0.3333333333333333,1.6666666666666667,0.6666666666666666,106.0,126.0,0.6666666666666666,1549.2211410713714,0.5,0.3333333333333333,76.0,0.0,0.0,0,0.0,79.0,1.0,0.5280898876404494,0.5586206896551724,0.0,89.66666666666666,0.3333333333333333,0.4166666666666667,0.5,3,1.0,3,6.502395619438737,3.666666666666666,-1.0000000000000002,-12.333333333333332,1.0,-0.6666666666666679,-15.333333333333334,-0.3333333333333333,-12.333333333333336,4.333333333333336,-0.3333333333333333,-0.6666666666666667,-0.6666666666666666,180.33333333333331,56,0.0,-5.223613945928264,0.0,0.0,-2,0.3333333333333333,0.3333333333333333,0,0.0,0.0,0.0,-0.12808988764044937,-0.038212526389866275,0.0,-8.0,-0.3333333333333333,-0.22916666666666669,-0.5,0,0.0,0
Ricardo Ramos,Julian Erosa,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,28.643394934976044,5.7272727272727275,2.3636363636363638,25.272727272727273,2.1818181818181817,19.0,5.090909090909091,0.0,29.818181818181817,35.09090909090909,0.45454545454545453,1.7272727272727273,0.5454545454545454,16.181818181818187,182.0,0.5714285714285714,1544.505693418101,0.44,0.42857142857142855,69.0,0.1818181818181818,0.2857142857142857,1,-0.23636363636363633,72.0,0.4,0.3778801843317972,0.5744211686879823,0.0,64.9090909090909,0.14285714285714285,0.59375,0.7272727272727273,11,0.6363636363636364,0,34.64476386036961,13.642857142857142,8.285714285714286,41.42857142857143,2.4285714285714284,33.07142857142857,5.428571428571429,0.0,52.142857142857146,53.214285714285715,0.35714285714285715,0.9285714285714286,0.7142857142857143,0.7142857142857082,329.0,0.42857142857142855,1506.9278647136193,0.56,0.5714285714285714,73.0,-0.5,0.2857142857142857,2,0.09999999999999998,74.0,0.6,0.4899328859060403,0.4786564030790763,1.0,105.35714285714286,0.2857142857142857,0.4642857142857143,0.6153846153846154,14,0.5,0,-6.001368925393564,-7.915584415584415,-5.922077922077923,-16.155844155844157,-0.24675324675324672,-14.07142857142857,-0.337662337662338,0.0,-22.32467532467533,-18.123376623376622,0.09740259740259738,0.7987012987012987,-0.1688311688311689,15.467532467532479,-147,0.14285714285714285,37.57782870448159,-0.12000000000000005,-0.14285714285714285,-4,0.6818181818181818,0.0,-1,-0.3363636363636363,-2.0,-0.19999999999999996,-0.11205270157424307,0.09576476560890601,-1.0,-40.448051948051955,-0.14285714285714285,0.1294642857142857,0.11188811188811187,-3,0.13636363636363635,0
Andre Lima,Igor Severino,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,25.130732375085557,11.0,4.0,45.0,12.0,34.0,16.0,0.0,61.0,25.0,0.0,1.0,0.0,156.0,165.0,1.0,1516.0,0.5,0.0,67.0,0.0,0.0,0,0.0,67.0,1.0,0.6630434782608695,0.6794871794871795,0.0,86.0,0.0,1.0,1.0,1,1.0,1,20.922655715263517,7.0,0.0,40.0,35.0,66.0,2.0,0.0,75.0,37.0,0.0,5.0,0.0,157.0,186.0,0.0,1516.0,0.5,1.0,67.0,2.0,1.0,0,0.0,69.0,1.0,0.5597014925373134,0.4714285714285714,0.0,112.0,0.0,1.0,0.0,1,1.0,1,4.208076659822041,4.0,4.0,5.0,-23.0,-32.0,14.0,0.0,-14.0,-12.0,0.0,-4.0,0.0,-1.0,-21,1.0,0.0,0.0,-1.0,0,-2.0,-1.0,0,0.0,-2.0,0.0,0.10334198572355613,0.2080586080586081,0.0,-26.0,0.0,0.0,1.0,0,0.0,0
AJ Dobson,Edmen Shahbazyan,0,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,32.17796030116359,7.25,6.0,42.0,6.0,33.75,13.0,0.0,54.0,64.75,0.25,1.5,1.5,-1.0,224.0,0.5,1501.3264764054525,0.2857142857142857,0.5,73.0,0.25,0.0,0,0.0,76.0,0.5,0.47577092511013214,0.47250509164969445,0.0,118.75,0.5,0.75,0.6470588235294117,4,0.5,1,26.338124572210816,6.9,6.0,16.0,4.3,17.7,1.7,0.1,26.3,31.4,0.3,1.1,1.4,-33.000000000000014,308.0,0.16666666666666666,1527.0862500523317,0.7142857142857143,0.8333333333333333,74.0,0.4,0.6666666666666666,1,-0.39999999999999997,75.0,0.2,0.513671875,0.4392857142857143,0.0,57.7,0.16666666666666666,0.39285714285714285,0.631578947368421,10,0.6,0,5.839835728952771,0.34999999999999964,0.0,26.0,1.7000000000000002,16.05,11.3,-0.1,27.7,33.35,-0.04999999999999999,0.3999999999999999,0.10000000000000009,32.000000000000014,-84,0.33333333333333337,-25.75977364687924,-0.4285714285714286,-0.33333333333333326,-1,-0.15000000000000002,-0.6666666666666666,-1,0.39999999999999997,1.0,0.3,-0.03790094988986786,0.033219377363980174,0.0,61.05,0.33333333333333337,0.35714285714285715,0.015479876160990669,-6,-0.09999999999999998,1
Fernando Padilla,Luis Pajuelo,1,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,2024,27.26899383983573,9.5,3.5,42.0,0.5,29.5,7.0,0.0,46.0,48.5,0.0,0.0,0.0,4.5,189.0,0.0,1500.0026139933868,0.6666666666666666,1.0,73.0,0.5,1.0,1,0.0,76.0,0.5,0.3881856540084388,0.5336538461538461,0.0,94.5,0.0,0.0,1.0,2,0.5,0,29.2621492128679,9.0,4.0,13.0,17.0,21.0,4.0,0.0,34.0,19.0,0.0,0.0,1.0,-3.0,214.0,0.0,1516.0,0.3333333333333333,1.0,70.0,0.0,1.0,0,0.0,69.0,1.0,0.6181818181818182,0.62,0.0,53.0,0.0,0.0,0.6666666666666667,1,1.0,1,-1.9931553730321703,0.5,-0.5,29.0,-16.5,8.5,3.0,0.0,12.0,29.5,0.0,0.0,-1.0,7.5,-25,0.0,-15.99738600661317,0.3333333333333333,0.0,3,0.5,0.0,1,0.0,7.0,-0.5,-0.22999616417337937,-0.08634615384615385,0.0,41.5,0.0,0.0,0.33333333333333326,1,-0.5,-1
Sedriques Dumas,Nursulton Ruziboev,0,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,2024,28.648870636550306,2.25,0.5,13.75,4.0,8.25,7.75,0.75,18.25,19.5,0.25,0.5,1.5,126.25,161.0,0.6666666666666666,1527.9252810439402,0.8,0.3333333333333333,74.0,0.0,0.0,0,0.0,79.0,0.75,0.49324324324324326,0.5666666666666667,0.0,37.75,0.3333333333333333,0.5,0.4,4,0.75,2,30.360027378507873,0.0,0.0,3.0,3.0,5.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,273.0,0.0,1517.5121838548735,0.2,1.0,77.0,0.0,1.0,0,0.0,76.0,1.0,0.6666666666666666,0.4,0.0,9.0,0.0,1.0,0.0,1,1.0,1,-1.7111567419575664,2.25,0.5,10.75,1.0,3.25,6.75,0.75,12.25,16.5,0.25,-0.5,1.5,125.25,-112,0.6666666666666666,10.413097189066775,0.6000000000000001,-0.6666666666666667,-3,0.0,-1.0,0,0.0,3.0,-0.25,-0.17342342342342337,0.16666666666666663,0.0,28.75,0.3333333333333333,-0.5,0.4,3,-0.25,1
Erin Blanchfield,Manon Fiorot,0,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,2024,24.906228610540726,9.333333333333334,5.666666666666667,36.333333333333336,16.5,42.5,6.666666666666667,0.0,58.5,34.833333333333336,0.8333333333333334,2.0,0.3333333333333333,336.8333333333333,217.0,0.5,1598.254530481031,0.5,0.5,64.0,0.0,0.0,0,0.0,66.0,1.0,0.5278195488721804,0.6241007194244604,0.0,93.33333333333334,0.5,0.36363636363636365,0.8333333333333334,6,1.0,6,34.11362080766598,19.0,6.5,67.83333333333333,3.5,47.166666666666664,11.666666666666666,0.0,77.83333333333333,42.5,0.0,1.1666666666666667,0.16666666666666666,76.33333333333334,210.0,0.6666666666666666,1610.2962445028136,0.5,0.3333333333333333,67.0,0.16666666666666666,0.3333333333333333,0,0.0,65.0,1.0,0.3954276037256562,0.6960667461263409,0.0,120.33333333333333,0.0,0.4666666666666667,0.9166666666666666,6,1.0,6,-9.207392197125255,-9.666666666666666,-0.833333333333333,-31.499999999999993,13.0,-4.666666666666664,-4.999999999999999,0.0,-19.33333333333333,-7.666666666666664,0.8333333333333334,0.8333333333333333,0.16666666666666666,260.5,7,-0.16666666666666663,-12.041714021782582,0.0,0.16666666666666669,-3,-0.16666666666666666,-0.3333333333333333,0,0.0,1.0,0.0,0.1323919451465242,-0.07196602670188046,0.0,-26.999999999999986,0.5,-0.10303030303030303,-0.08333333333333326,0,0.0,0
Rhys McKee,Chidi Njokuani,0,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,2024,28.553045859000683,18.333333333333332,3.6666666666666665,62.333333333333336,1.0,43.0,5.666666666666667,0.0,67.0,104.66666666666667,0.0,0.0,3.3333333333333335,-227.66666666666669,210.0,0.0,1455.1752109666618,0.3333333333333333,0.0,74.0,0.0,0.0,3,0.0,78.0,0.0,0.48668280871670705,0.44424778761061945,0.0,171.66666666666669,0.0,0.0,0.33333333333333337,3,0.0,0,35.24435318275154,15.166666666666666,8.666666666666666,18.666666666666668,6.5,14.166666666666666,4.5,0.16666666666666666,33.833333333333336,26.166666666666668,0.16666666666666666,0.0,1.1666666666666667,-12.833333333333343,217.0,0.0,1497.2588667308514,0.6666666666666666,1.0,75.0,0.33333333333333337,1.0,3,-0.09999999999999998,80.0,0.4,0.6226993865030674,0.538235294117647,0.0,60.0,0.0,0.0,0.6111111111111112,6,0.5,0,-6.691307323750856,3.166666666666666,-5.0,43.66666666666667,-5.5,28.833333333333336,1.166666666666667,-0.16666666666666666,33.166666666666664,78.5,-0.16666666666666666,0.0,2.166666666666667,-214.83333333333334,-7,0.0,-42.08365576418964,-0.3333333333333333,-1.0,-1,-0.33333333333333337,-1.0,0,0.09999999999999998,-2.0,-0.4,-0.1360165777863604,-0.09398750650702759,0.0,111.66666666666669,0.0,0.0,-0.2777777777777778,-3,-0.5,0
